주성분코드_9,ATC코드,주성분명,주성분코드_5
128801BIJ,J01DD04,ceftriaxone,1288B
128803BIJ,J01DD04,ceftriaxone,1288B
128804BIJ,J01DD04,ceftriaxone,1288B
128805BIJ,J01DD04,ceftriaxone,1288B
128806BIJ,J01DD04,ceftriaxone,1288B
128807BIJ,J01DD04,ceftriaxone,1288B
129001BIJ,J01DC02,cefuroxime,1290B
129003BIJ,J01DC02,cefuroxime,1290B
130001BIJ,J01DB06,cefazedone,1300B
130002BIJ,J01DB06,cefazedone,1300B
130003BIJ,J01DB06,cefazedone,1300B
130102BIJ,J01DB09,cefradine,1301B
159501BIJ,J01DC14,flomoxef,1595B
165136BIJ,J01GB03,gentamicin,1651B
190702BIJ,J01DH02,meropenem,1907B
190703BIJ,J01DH02,meropenem,1907B
190704BIJ,J01DH02,meropenem,1907B
200732BIJ,J01GB07,netilmicin,2007B
200730BIJ,J01GB07,netilmicin,2007B
200731BIJ,J01GB07,netilmicin,2007B
200733BIJ,J01GB07,netilmicin,2007B
247206BIJ,J01XA01,vancomycin,2472B
328900BIJ,J01CR02,amoxicillin and beta-lactamase inhibitor,3289B
329000BIJ,J01CR02,amoxicillin and beta-lactamase inhibitor,3290B
329300BIJ,J01DH51,imipenem and cilastatin,3293B
329400BIJ,J01DH51,imipenem and cilastatin,3294B
329500BIJ,J01CR05,piperacillin and beta-lactamase inhibitor,3295B
329600BIJ,J01CR05,piperacillin and beta-lactamase inhibitor,3296B
329900BIJ,J01DD62,cefoperazone and beta-lactamase inhibitor,3299B
557400BIJ,J01DD62,cefoperazone and beta-lactamase inhibitor,5574B
731600BIJ,J01DD62,cefoperazone and beta-lactamase inhibitor,7316B
360801BIJ,J01CF06,nafcillin,3608B
381300BIJ,J01CR02,amoxicillin and beta-lactamase inhibitor,3813B
381500BIJ,J01CR02,amoxicillin and beta-lactamase inhibitor,3815B
447701BIJ,J01DH03,ertapenem,4477B
495301BIJ,J01AA12,tigecycline,4953B
593201BIJ,J01DH04,doripenem,5932B
659700BIJ,J01DI54,ceftolozane and beta-lactamase inhibitor,6597B
800001BIJ,J01DE01,cefepime,8000B
134902BIJ,J01FA09,clarithromycin,1349B
135630BIJ,J01FF01,clindamycin,1356B
135631BIJ,J01FF01,clindamycin,1356B
328500BIJ,J01CR01,ampicillin and beta-lactamase inhibitor,3285B
328600BIJ,J01CR01,ampicillin and beta-lactamase inhibitor,3286B
433300BIJ,J01CR05,piperacillin and beta-lactamase inhibitor,4333B
453200BIJ,J01CR05,piperacillin and beta-lactamase inhibitor,4532B
657600BIJ,J01CR05,piperacillin and beta-lactamase inhibitor,6576B
102934BIJ,J05AB01,aciclovir,1029B
102905BIJ,J05AB01,aciclovir,1029B
134133BIJ,J01MA02,ciprofloxacin,1341B
134134BIJ,J01MA02,ciprofloxacin,1341B
134135BIJ,J01MA02,ciprofloxacin,1341B
159931BIJ,J02AC01,fluconazole,1599B
164602BIJ,J05AB06,ganciclovir,1646B
183233BIJ,J01MA12,levofloxacin,1832B
183234BIJ,J01MA12,levofloxacin,1832B
183235BIJ,J01MA12,levofloxacin,1832B
203940BIJ,J01MA01,ofloxacin,2039B
380335BIJ,J01MA14,moxifloxacin,3803B
440001BIJ,J02AX04,caspofungin,4400B
440002BIJ,J02AX04,caspofungin,4400B
442902BIJ,J01MA15,gemifloxacin,4429B
456501BIJ,J02AC03,voriconazole,4565B
477501BIJ,J06BD01,palivizumab,4775B
477502BIJ,J06BD01,palivizumab,4775B
497401BIJ,J02AX05,micafungin,4974B
510501BIJ,J02AX06,anidulafungin,5105B
676001BIJ,J05AX18,letermovir,6760B
676002BIJ,J05AX18,letermovir,6760B
801601BIJ,J01MA14,moxifloxacin,8016B
474601BIJ,M03AX01,botulinum toxin,4746B
474602BIJ,M03AX01,botulinum toxin,4746B
474603BIJ,M03AX01,botulinum toxin,4746B
474605BIJ,M03AX01,botulinum toxin,4746B
109501BIJ,J06AA03,snake venom antiserum,1095B
109201BIJ,B02BD03,factor VIII inhibitor bypassing activity,1092B
109202BIJ,B02BD03,factor VIII inhibitor bypassing activity,1092B
109301BIJ,B01AB02,antithrombin III,1093B
169301BIJ,J06BB02,tetanus immunoglobulin,1693B
169502BIJ,B02BD02,coagulation factor VIII,1695B
169503BIJ,B02BD02,coagulation factor VIII,1695B
169601BIJ,B02BD04,coagulation factor IX,1696B
169702BIJ,B02BD02,coagulation factor VIII,1697B
169703BIJ,B02BD02,coagulation factor VIII,1697B
169801BIJ,B02BB01,"fibrinogen, human",1698B
169935BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",1699B
169936BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",1699B
169937BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",1699B
169938BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",1699B
169939BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",1699B
169930BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",1699B
169931BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",1699B
169932BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",1699B
169933BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",1699B
169940BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",1699B
173930BIJ,J06BB01,anti-D (rh) immunoglobulin,1739B
173931BIJ,J06BB01,anti-D (rh) immunoglobulin,1739B
174130BIJ,J06BB03,varicella/zoster immunoglobulin,1741B
227101BIJ,B05AA01,albumin,2271B
227104BIJ,B05AA01,albumin,2271B
227102BIJ,B05AA01,albumin,2271B
227103BIJ,B05AA01,albumin,2271B
363532BIJ,J06BB04,hepatitis B immunoglobulin,3635B
363533BIJ,J06BB04,hepatitis B immunoglobulin,3635B
472801BIJ,B02BD06,von Willebrand factor and coagulation factor VIII in combination,4728B
472802BIJ,B02BD06,von Willebrand factor and coagulation factor VIII in combination,4728B
472803BIJ,B02BD06,von Willebrand factor and coagulation factor VIII in combination,4728B
634101BIJ,B02BD07,coagulation factor XIII,6341B
635801BIJ,B01AD12,protein C,6358B
482030BIJ,V04CF01,tuberculin,4820B
175730BIJ,L03AB07,interferon beta-1a,1757B
175731BIJ,L03AB07,interferon beta-1a,1757B
175732BIJ,L03AB07,interferon beta-1a,1757B
175801BIJ,L03AB08,interferon beta-1b,1758B
588530BIJ,L04AJ01,eculizumab,5885B
622530BIJ,L04AG03,natalizumab,6225B
654403BIJ,L03AB13,peginterferon beta-1a,6544B
654404BIJ,L03AB13,peginterferon beta-1a,6544B
689002BIJ,L04AJ02,ravulizumab ,6890B
689003BIJ,L04AJ02,ravulizumab ,6890B
689001BIJ,L04AJ02,ravulizumab ,6890B
194131BIJ,J01XD01,metronidazole,1941B
204930BIJ,J01XD03,ornidazole,2049B
249201BIJ,V07AB,"Solvents and diluting agents, incl. irrigating solutions",2492B
249202BIJ,V07AB,"Solvents and diluting agents, incl. irrigating solutions",2492B
156030BIJ,V08AD01,ethyl esters of iodised fatty acids,1560B
156031BIJ,V08AD01,ethyl esters of iodised fatty acids,1560B
176030BIJ,V08AB11,iobitridol,1760B
176032BIJ,V08AB11,iobitridol,1760B
176034BIJ,V08AB11,iobitridol,1760B
176038BIJ,V08AB11,iobitridol,1760B
176031BIJ,V08AB11,iobitridol,1760B
176033BIJ,V08AB11,iobitridol,1760B
176035BIJ,V08AB11,iobitridol,1760B
176039BIJ,V08AB11,iobitridol,1760B
176132BIJ,V08AB09,iodixanol,1761B
176134BIJ,V08AB09,iodixanol,1761B
176133BIJ,V08AB09,iodixanol,1761B
176135BIJ,V08AB09,iodixanol,1761B
176137BIJ,V08AB09,iodixanol,1761B
176139BIJ,V08AB09,iodixanol,1761B
176142BIJ,V08AB09,iodixanol,1761B
176334BIJ,V08AB02,iohexol,1763B
176338BIJ,V08AB02,iohexol,1763B
176388BIJ,V08AB02,iohexol,1763B
176389BIJ,V08AB02,iohexol,1763B
176392BIJ,V08AB02,iohexol,1763B
176393BIJ,V08AB02,iohexol,1763B
176394BIJ,V08AB02,iohexol,1763B
176331BIJ,V08AB02,iohexol,1763B
176333BIJ,V08AB02,iohexol,1763B
176335BIJ,V08AB02,iohexol,1763B
176337BIJ,V08AB02,iohexol,1763B
176340BIJ,V08AB02,iohexol,1763B
176342BIJ,V08AB02,iohexol,1763B
176344BIJ,V08AB02,iohexol,1763B
176345BIJ,V08AB02,iohexol,1763B
176350BIJ,V08AB02,iohexol,1763B
176352BIJ,V08AB02,iohexol,1763B
176358BIJ,V08AB02,iohexol,1763B
176364BIJ,V08AB02,iohexol,1763B
176395BIJ,V08AB02,iohexol,1763B
176396BIJ,V08AB02,iohexol,1763B
176397BIJ,V08AB02,iohexol,1763B
176336BIJ,V08AB02,iohexol,1763B
176339BIJ,V08AB02,iohexol,1763B
176341BIJ,V08AB02,iohexol,1763B
176343BIJ,V08AB02,iohexol,1763B
176346BIJ,V08AB02,iohexol,1763B
176348BIJ,V08AB02,iohexol,1763B
176351BIJ,V08AB02,iohexol,1763B
176353BIJ,V08AB02,iohexol,1763B
176362BIJ,V08AB02,iohexol,1763B
176374BIJ,V08AB02,iohexol,1763B
176431BIJ,V08AB10,iomeprol,1764B
176435BIJ,V08AB10,iomeprol,1764B
176438BIJ,V08AB10,iomeprol,1764B
176440BIJ,V08AB10,iomeprol,1764B
176432BIJ,V08AB10,iomeprol,1764B
176436BIJ,V08AB10,iomeprol,1764B
176439BIJ,V08AB10,iomeprol,1764B
176441BIJ,V08AB10,iomeprol,1764B
176451BIJ,V08AB10,iomeprol,1764B
176433BIJ,V08AB10,iomeprol,1764B
176437BIJ,V08AB10,iomeprol,1764B
176442BIJ,V08AB10,iomeprol,1764B
176458BIJ,V08AB10,iomeprol,1764B
176534BIJ,V08AB04,iopamidol,1765B
176538BIJ,V08AB04,iopamidol,1765B
176542BIJ,V08AB04,iopamidol,1765B
176517BIJ,V08AB04,iopamidol,1765B
176530BIJ,V08AB04,iopamidol,1765B
176531BIJ,V08AB04,iopamidol,1765B
176535BIJ,V08AB04,iopamidol,1765B
176537BIJ,V08AB04,iopamidol,1765B
176540BIJ,V08AB04,iopamidol,1765B
176543BIJ,V08AB04,iopamidol,1765B
176544BIJ,V08AB04,iopamidol,1765B
176547BIJ,V08AB04,iopamidol,1765B
176550BIJ,V08AB04,iopamidol,1765B
176554BIJ,V08AB04,iopamidol,1765B
176532BIJ,V08AB04,iopamidol,1765B
176536BIJ,V08AB04,iopamidol,1765B
176541BIJ,V08AB04,iopamidol,1765B
176545BIJ,V08AB04,iopamidol,1765B
176546BIJ,V08AB04,iopamidol,1765B
176548BIJ,V08AB04,iopamidol,1765B
176551BIJ,V08AB04,iopamidol,1765B
176732BIJ,V08AB05,iopromide,1767B
176736BIJ,V08AB05,iopromide,1767B
176738BIJ,V08AB05,iopromide,1767B
176745BIJ,V08AB05,iopromide,1767B
176750BIJ,V08AB05,iopromide,1767B
176731BIJ,V08AB05,iopromide,1767B
176733BIJ,V08AB05,iopromide,1767B
176737BIJ,V08AB05,iopromide,1767B
176746BIJ,V08AB05,iopromide,1767B
176930BIJ,V08AB07,ioversol,1769B
176933BIJ,V08AB07,ioversol,1769B
176936BIJ,V08AB07,ioversol,1769B
176938BIJ,V08AB07,ioversol,1769B
176942BIJ,V08AB07,ioversol,1769B
176944BIJ,V08AB07,ioversol,1769B
176934BIJ,V08AB07,ioversol,1769B
176937BIJ,V08AB07,ioversol,1769B
176943BIJ,V08AB07,ioversol,1769B
176945BIJ,V08AB07,ioversol,1769B
466430BIJ,V08CA02,gadoteric acid,4664B
466431BIJ,V08CA02,gadoteric acid,4664B
466432BIJ,V08CA02,gadoteric acid,4664B
466433BIJ,V08CA02,gadoteric acid,4664B
466831BIJ,V08CA08,gadobenic acid,4668B
471630BIJ,V08CA09,gadobutrol,4716B
471631BIJ,V08CA09,gadobutrol,4716B
471632BIJ,V08CA09,gadobutrol,4716B
471633BIJ,V08CA09,gadobutrol,4716B
471634BIJ,V08CA09,gadobutrol,4716B
487301BIJ,V08CA10,gadoxetic acid,4873B
615131BIJ,V08CA04,gadoteridol,6151B
615132BIJ,V08CA04,gadoteridol,6151B
615133BIJ,V08CA04,gadoteridol,6151B
615134BIJ,V08CA04,gadoteridol,6151B
161130BIJ,S01JA01,fluorescein,1611B
174530BIJ,V04CH02,indigo carmine,1745B
167130BIJ,V04CM01,gonadorelin,1671B
366530BIJ,H01AA02,tetracosactide,3665B
466501BIJ,V04CX01,indocyanine green,4665B
138201BIJ,V04CD04,corticorelin,1382B
688001BIJ,V08DA06,"perflubutane, phospholipid microspheres",6880B
197230BIJ,N02AA01,morphine,1972B
197231BIJ,N02AA01,morphine,1972B
197331BIJ,N02AA01,morphine,1973B
197335BIJ,N02AA01,morphine,1973B
197340BIJ,N02AA01,morphine,1973B
197334BIJ,N02AA01,morphine,1973B
197336BIJ,N02AA01,morphine,1973B
197330BIJ,N02AA01,morphine,1973B
197332BIJ,N02AA01,morphine,1973B
197339BIJ,N02AA01,morphine,1973B
441130BIJ,N02AA03,hydromorphone,4411B
441131BIJ,N02AA03,hydromorphone,4411B
104730BIJ,N01AH02,alfentanil,1047B
158330BIJ,N01AH01,fentanyl,1583B
158331BIJ,N01AH01,fentanyl,1583B
158332BIJ,N01AH01,fentanyl,1583B
158333BIJ,N01AH01,fentanyl,1583B
158334BIJ,N01AH01,fentanyl,1583B
211530BIJ,N02AB02,pethidine,2115B
211531BIJ,N02AB02,pethidine,2115B
232530BIJ,N01AH03,sufentanil,2325B
232531BIJ,N01AH03,sufentanil,2325B
359030BIJ,N02AA05,oxycodone,3590B
359031BIJ,N02AA05,oxycodone,3590B
457601BIJ,N01AH06,remifentanil,4576B
457602BIJ,N01AH06,remifentanil,4576B
457603BIJ,N01AH06,remifentanil,4576B
141330CLQ,N01AB07,desflurane,1413C
178030CLQ,N01AB06,isoflurane,1780C
227330CLQ,N01AB08,sevoflurane,2273C
224506CPC,N06DA03,rivastigmine,2245C
224507CPC,N06DA03,rivastigmine,2245C
224508CPC,N06DA03,rivastigmine,2245C
643403CPC,N06DA02,donepezil,6434C
643404CPC,N06DA02,donepezil,6434C
115331CLQ,R02AD,"Anesthetics, local",1153C
115332CLQ,R02AD,"Anesthetics, local",1153C
183801CSI,N01BB02,lidocaine,1838C
183805CCM,N01BB02,lidocaine,1838C
183934CLQ,R02AD02,lidocaine,1839C
183938CLQ,R02AD02,lidocaine,1839C
183902CCM,N01BB02,lidocaine,1839C
219630COS,S01HA04,proxymetacaine,2196C
219631COS,S01HA04,proxymetacaine,2196C
102931COO,S01AD03,aciclovir,1029C
109130COO,S01XA20,artificial tears and other indifferent preparations,1091C
109630COS,S01EA03,apraclonidine,1096C
111833COS,S01FA01,atropine,1118C
116830COS,S01ED02,betaxolol,1168C
116831COS,S01ED02,betaxolol,1168C
118432COS,S01EA05,brimonidine,1184C
118434COS,S01EA05,brimonidine,1184C
118435COS,S01EA05,brimonidine,1184C
124833COS,S01ED05,carteolol,1248C
134132COS,S01AE03,ciprofloxacin,1341C
138931COS,S01FA04,cyclopentolate,1389C
138933COS,S01FA04,cyclopentolate,1389C
141930COO,S01BA01,dexamethasone,1419C
141931COS,S01BA01,dexamethasone,1419C
141906CIM,S01BA01,dexamethasone,1419C
142231COO,S01BA01,dexamethasone,1422C
143532COS,S01BC03,diclofenac,1435C
143533COS,S01BC03,diclofenac,1435C
148830COS,S01EC03,dorzolamide,1488C
152530COS,S01GX10,epinastine,1525C
161232COS,S01BA07,fluorometholone,1612C
161209COS,S01BA07,fluorometholone,1612C
161237COS,S01BA07,fluorometholone,1612C
161238COS,S01BA07,fluorometholone,1612C
161242COS,S01BA07,fluorometholone,1612C
161243COS,S01BA07,fluorometholone,1612C
161244COS,S01BA07,fluorometholone,1612C
161330COS,S01BA07,fluorometholone,1613C
162030COS,S01BC04,flurbiprofen,1620C
164630COO,S01AD09,ganciclovir,1646C
169130COS,S01FA05,homatropine,1691C
180030COS,S01BC05,ketorolac,1800C
180032COS,S01BC05,ketorolac,1800C
180137COS,S01GX08,ketotifen,1801C
180138COS,S01GX08,ketotifen,1801C
180147COS,S01GX08,ketotifen,1801C
181502COS,S01EE01,latanoprost,1815C
181531COS,S01EE01,latanoprost,1815C
181532COS,S01EE01,latanoprost,1815C
183243COS,S01AE05,levofloxacin,1832C
183244COS,S01AE05,levofloxacin,1832C
183230COS,S01AE05,levofloxacin,1832C
183231COS,S01AE05,levofloxacin,1832C
183241COS,S01AE05,levofloxacin,1832C
198231COS,S01GX,Other antiallergics,1982C
202330COS,S01ED,Beta blocking agents,2023C
203934COO,S01AE01,ofloxacin,2039C
203935COO,S01AE01,ofloxacin,2039C
203936COS,S01AE01,ofloxacin,2039C
203937COS,S01AE01,ofloxacin,2039C
209630COS,S01GX,Other antiallergics,2096C
212331COS,S01EB01,pilocarpine,2123C
212332COS,S01EB01,pilocarpine,2123C
213630COS,S01XA,Other ophthalmologicals,2136C
216134COS,S01XA20,artificial tears and other indifferent preparations,2161C
217131COS,S01BA04,prednisolone,2171C
217132COS,S01BA04,prednisolone,2171C
217135COS,S01BA04,prednisolone,2171C
217136COS,S01BA04,prednisolone,2171C
217137COS,S01BA04,prednisolone,2171C
217138COS,S01BA04,prednisolone,2171C
217139COS,S01BA04,prednisolone,2171C
222930COS,S01XA20,artificial tears and other indifferent preparations,2229C
222931COS,S01XA20,artificial tears and other indifferent preparations,2229C
228648COS,S01XA20,artificial tears and other indifferent preparations,2286C
228651COS,S01XA20,artificial tears and other indifferent preparations,2286C
228653COS,S01XA20,artificial tears and other indifferent preparations,2286C
228632COS,S01XA20,artificial tears and other indifferent preparations,2286C
228633COS,S01XA20,artificial tears and other indifferent preparations,2286C
228643COS,S01XA20,artificial tears and other indifferent preparations,2286C
228645COS,S01XA20,artificial tears and other indifferent preparations,2286C
228646COS,S01XA20,artificial tears and other indifferent preparations,2286C
228650COS,S01XA20,artificial tears and other indifferent preparations,2286C
228652COS,S01XA20,artificial tears and other indifferent preparations,2286C
228740COS,S01XA03,"sodium chloride, hypertonic",2287C
228742COS,S01XA03,"sodium chloride, hypertonic",2287C
228834COS,S01GX01,cromoglicic acid,2288C
228835COS,S01GX01,cromoglicic acid,2288C
239632COS,S01ED01,timolol,2396C
239634COS,S01ED01,timolol,2396C
239636COS,S01ED01,timolol,2396C
242230COS,S01AE09,tosufloxacin,2422C
242630COS,S01GX,Other antiallergics,2426C
244030COS,S01AD02,trifluridine,2440C
245332COS,S01FA06,tropicamide,2453C
380330COS,S01AE07,moxifloxacin,3803C
380331COS,S01AE07,moxifloxacin,3803C
380333COS,S01AE07,moxifloxacin,3803C
380334COS,S01AE07,moxifloxacin,3803C
380338COS,S01AE07,moxifloxacin,3803C
391600COS,S01KA51,"hyaluronic acid, combinations",3916C
391730COS,S01GX09,olopatadine,3917C
391731COS,S01GX09,olopatadine,3917C
391736COS,S01GX09,olopatadine,3917C
391737COS,S01GX09,olopatadine,3917C
391733COS,S01GX09,olopatadine,3917C
391738COS,S01GX09,olopatadine,3917C
391743COS,S01GX09,olopatadine,3917C
391749COS,S01GX09,olopatadine,3917C
391742COS,S01GX09,olopatadine,3917C
391747COS,S01GX09,olopatadine,3917C
391751COS,S01GX09,olopatadine,3917C
391752COS,S01GX09,olopatadine,3917C
401637COS,S01XA20,artificial tears and other indifferent preparations,4016C
417530COS,S01EC04,brinzolamide,4175C
434830COS,S01AE06,gatifloxacin,4348C
442231COS,S01EE04,travoprost,4422C
442230COS,S01EE04,travoprost,4422C
453930COS,S01GX,Other antiallergics,4539C
457731COS,S01GX,Other antiallergics,4577C
461330COS,S01EE03,bimatoprost,4613C
475130COS,S01XA18,ciclosporin,4751C
475132COS,S01XA18,ciclosporin,4751C
475133COS,S01XA18,ciclosporin,4751C
475131COS,S01XA18,ciclosporin,4751C
509030COS,S01EE05,tafluprost,5090C
509031COS,S01EE05,tafluprost,5090C
515400COS,S01FA56,"tropicamide, combinations",5154C
539000COS,S01FA56,"tropicamide, combinations",5390C
520830COS,S01AA10,natamycin,5208C
538800COS,S01B,ANTIINFLAMMATORY AGENTS,5388C
538900COS,S01B,ANTIINFLAMMATORY AGENTS,5389C
642200COS,S01B,ANTIINFLAMMATORY AGENTS,6422C
643100COS,S01B,ANTIINFLAMMATORY AGENTS,6431C
530025COS,S01XA20,artificial tears and other indifferent preparations,5300C
530037COS,S01XA20,artificial tears and other indifferent preparations,5300C
530054COS,S01XA20,artificial tears and other indifferent preparations,5300C
530057COS,S01XA20,artificial tears and other indifferent preparations,5300C
530058COS,S01XA20,artificial tears and other indifferent preparations,5300C
530059COS,S01XA20,artificial tears and other indifferent preparations,5300C
530060COS,S01XA20,artificial tears and other indifferent preparations,5300C
530061COS,S01XA20,artificial tears and other indifferent preparations,5300C
530074COS,S01XA20,artificial tears and other indifferent preparations,5300C
5300B8COS,S01XA20,artificial tears and other indifferent preparations,5300C
5300B9COS,S01XA20,artificial tears and other indifferent preparations,5300C
530042COS,S01XA20,artificial tears and other indifferent preparations,5300C
530048COS,S01XA20,artificial tears and other indifferent preparations,5300C
530049COS,S01XA20,artificial tears and other indifferent preparations,5300C
530067COS,S01XA20,artificial tears and other indifferent preparations,5300C
530068COS,S01XA20,artificial tears and other indifferent preparations,5300C
530069COS,S01XA20,artificial tears and other indifferent preparations,5300C
530071COS,S01XA20,artificial tears and other indifferent preparations,5300C
5300A4COS,S01XA20,artificial tears and other indifferent preparations,5300C
5300C1COS,S01XA20,artificial tears and other indifferent preparations,5300C
530001COS,S01XA20,artificial tears and other indifferent preparations,5300C
530002COS,S01XA20,artificial tears and other indifferent preparations,5300C
530006COS,S01XA20,artificial tears and other indifferent preparations,5300C
530020COS,S01XA20,artificial tears and other indifferent preparations,5300C
530021COS,S01XA20,artificial tears and other indifferent preparations,5300C
530023COS,S01XA20,artificial tears and other indifferent preparations,5300C
530029COS,S01XA20,artificial tears and other indifferent preparations,5300C
530031COS,S01XA20,artificial tears and other indifferent preparations,5300C
530052COS,S01XA20,artificial tears and other indifferent preparations,5300C
530053COS,S01XA20,artificial tears and other indifferent preparations,5300C
530072COS,S01XA20,artificial tears and other indifferent preparations,5300C
530073COS,S01XA20,artificial tears and other indifferent preparations,5300C
5300B4COS,S01XA20,artificial tears and other indifferent preparations,5300C
5300B6COS,S01XA20,artificial tears and other indifferent preparations,5300C
530009COS,S01XA20,artificial tears and other indifferent preparations,5300C
530039COS,S01XA20,artificial tears and other indifferent preparations,5300C
530063COS,S01XA20,artificial tears and other indifferent preparations,5300C
530064COS,S01XA20,artificial tears and other indifferent preparations,5300C
530065COS,S01XA20,artificial tears and other indifferent preparations,5300C
538100COS,S01CA01,dexamethasone and antiinfectives,5381C
538200COS,S01CA01,dexamethasone and antiinfectives,5382C
538300COS,S01ED51,"timolol, combinations",5383C
538400COS,S01ED51,"timolol, combinations",5384C
541500COS,S01ED51,"timolol, combinations",5415C
541600COS,S01ED51,"timolol, combinations",5416C
541700COS,S01ED51,"timolol, combinations",5417C
541900COS,S01ED51,"timolol, combinations",5419C
538500COO,S01CA07,fluorometholone and antiinfectives,5385C
538700COS,S01CA07,fluorometholone and antiinfectives,5387C
539200COS,S01XA,Other ophthalmologicals,5392C
539300COS,S01XA,Other ophthalmologicals,5393C
539800COO,S01CA01,dexamethasone and antiinfectives,5398C
539900COO,S01CA01,dexamethasone and antiinfectives,5399C
540100COS,S01CA01,dexamethasone and antiinfectives,5401C
540200COS,S01CA01,dexamethasone and antiinfectives,5402C
540400COO,S01AA30,combinations of different antibiotics,5404C
540600COS,S01ED51,"timolol, combinations",5406C
540900COS,S01ED51,"timolol, combinations",5409C
800200COS,S01ED51,"timolol, combinations",8002C
541000COS,S01ED51,"timolol, combinations",5410C
541200COS,S01ED51,"timolol, combinations",5412C
670100COS,S01ED51,"timolol, combinations",6701C
541300COS,S01ED51,"timolol, combinations",5413C
568603COS,S01BA14,loteprednol,5686C
568605COS,S01BA14,loteprednol,5686C
617330COS,S01XA20,artificial tears and other indifferent preparations,6173C
617332COS,S01XA20,artificial tears and other indifferent preparations,6173C
617333COS,S01XA20,artificial tears and other indifferent preparations,6173C
617334COS,S01XA20,artificial tears and other indifferent preparations,6173C
617335COS,S01XA20,artificial tears and other indifferent preparations,6173C
617336COS,S01XA20,artificial tears and other indifferent preparations,6173C
617337COS,S01XA20,artificial tears and other indifferent preparations,6173C
617338COS,S01XA20,artificial tears and other indifferent preparations,6173C
619204COS,S01BC11,bromfenac,6192C
619205COS,S01BC11,bromfenac,6192C
619206COS,S01BC11,bromfenac,6192C
619202COS,S01BC11,bromfenac,6192C
619330COS,S01GX11,alcaftadine,6193C
619331COS,S01GX11,alcaftadine,6193C
680900COS,S01CA,Corticosteroids and antiinfectives in combination,6809C
692801COS,S01EX06,omidenepag,6928C
694601COS,S01EE06,latanoprostene bunod,6946C
694602COS,S01EE06,latanoprostene bunod,6946C
800900COS,S01EC54,"brinzolamide, combinations",8009C
687500COS,S01ED51,"timolol, combinations",6875C
