주성분코드,ATC코드,주성분명
542400CLQ,S02CA05,fluocinolone acetonide and antiinfectives
673300CSI,R01AD58,"fluticasone, combinations"
690000CSI,R01AD59,"mometasone, combinations"
690100CSI,R01AD59,"mometasone, combinations"
471430CSI,B01AC11,iloprost
202637CSI,C01DA02,glyceryl trinitrate
202634CPC,C01DA02,glyceryl trinitrate
542800CSI,R03AK11,formoterol and fluticasone
543000CSI,R03AK11,formoterol and fluticasone
542900CSI,R03AK11,formoterol and fluticasone
636700CSI,R03AK10,vilanterol and fluticasone furoate
636800CSI,R03AK10,vilanterol and fluticasone furoate
101846CLQ,R05CB01,acetylcysteine
101834CLQ,R05CB01,acetylcysteine
101845CLQ,R05CB01,acetylcysteine
101847CLQ,R05CB01,acetylcysteine
119533CSI,R03BA02,budesonide
119530CSI,R03BA02,budesonide
162233CSI,R03BA05,fluticasone
162235CSI,R03BA05,fluticasone
162232CSI,R03BA05,fluticasone
177131CLQ,R03BB01,ipratropium bromide
225531CSI,R03AC02,salbutamol
225530CSI,R03AC02,salbutamol
225532CSI,R03AC02,salbutamol
452101CPC,R03CC11,tulobuterol
452102CPC,R03CC11,tulobuterol
452103CPC,R03CC11,tulobuterol
497131CSI,R03BA08,ciclesonide
497130CSI,R03BA08,ciclesonide
500431CSI,R03BA09,fluticasone furoate
500432CSI,R03BA09,fluticasone furoate
543400CSI,R03AK06,salmeterol and fluticasone
543100CSI,R03AK06,salmeterol and fluticasone
543300CSI,R03AK06,salmeterol and fluticasone
543600CSI,R03AK06,salmeterol and fluticasone
544400CSI,R03AK06,salmeterol and fluticasone
543500CSI,R03AK06,salmeterol and fluticasone
543200CSI,R03AK06,salmeterol and fluticasone
543800CSI,R03AK07,formoterol and budesonide
543900CSI,R03AK07,formoterol and budesonide
544100CSI,R03AK07,formoterol and budesonide
544000CSI,R03AK07,formoterol and budesonide
801100CSI,R03AK07,formoterol and budesonide
544200CSI,R03AK08,formoterol and beclometasone
696700CSI,R03AK08,formoterol and beclometasone
457330CSI,R03BB04,tiotropium bromide
457301CCH,R03BB04,tiotropium bromide
503430CSI,R03BB04,tiotropium bromide
611901CSI,R03AC18,indacaterol
611902CSI,R03AC18,indacaterol
631200CSI,R03AL03,vilanterol and umeclidinium bromide
633730CSI,R03BB05,aclidinium bromide
635300CSI,R03AL05,formoterol and aclidinium bromide
641101CSI,R03BB07,umeclidinium bromide
643700CSI,R03AL06,olodaterol and tiotropium bromide
672200CSI,R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate"
730500CSI,R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate"
681000CSI,R03AK12,salmeterol and budesonide
681100CSI,R03AK12,salmeterol and budesonide
683800CSI,R03AL09,"formoterol, glycopyrronium bromide and beclometasone"
698400CSI,R03AK14,indacaterol and mometasone
698500CSI,R03AK14,indacaterol and mometasone
698600CSI,R03AK14,indacaterol and mometasone
698700CSI,R03AL12,"indacaterol, glycopyrronium bromide and mometasone"
698800CSI,R03AL12,"indacaterol, glycopyrronium bromide and mometasone"
800100CSI,R03AL04,indacaterol and glycopyrronium bromide
116131CLQ,A01AD02,benzydamine
116132CLQ,A01AD02,benzydamine
116134CLQ,A01AD02,benzydamine
116141CLQ,A01AD02,benzydamine
116142CLQ,A01AD02,benzydamine
116143CLQ,A01AD02,benzydamine
116144CLQ,A01AD02,benzydamine
116145CLQ,A01AD02,benzydamine
116146CLQ,A01AD02,benzydamine
116147CLQ,A01AD02,benzydamine
116148CLQ,A01AD02,benzydamine
131332CLQ,R02AA05,chlorhexidine
131330CLQ,R02AA05,chlorhexidine
131331CLQ,R02AA05,chlorhexidine
131341CLQ,R02AA05,chlorhexidine
131344CLQ,R02AA05,chlorhexidine
131348CLQ,R02AA05,chlorhexidine
505701CPC,A04AA02,granisetron
117802CSP,A06AB02,bisacodyl
544700CLQ,A06AG01,sodium phosphate
544900CLQ,A06AG01,sodium phosphate
190832CLQ,A07EC02,mesalazine
190802CSP,A07EC02,mesalazine
190803CSP,A07EC02,mesalazine
141432CSI,H01BA02,desmopressin
116631CLQ,D07AC01,betamethasone
119501CMS,A07EA06,budesonide
152633CLQ,R03AA01,epinephrine
547100CCM,D07CC01,betamethasone and antibiotics
547400CCM,D07CC01,betamethasone and antibiotics
183401CIM,G02BA03,plastic IUD with progestogen
146304CTR,G02AD02,dinoprostone
135632CCM,G01AA10,clindamycin
137401CTB,G01AF02,clotrimazole
137403CTB,G01AF02,clotrimazole
155202CSP,G03CA04,estriol
216203CSP,G01AX11,povidone-iodine
336400CCS,G01AA51,"nystatin, combinations"
507700CTB,G03CA53,"estradiol, combinations"
392430CCM,C05AD07,pramocaine
216247CLQ,G01AX11,povidone-iodine
131303CCM,D08AC02,chlorhexidine
131304CLQ,D08AC02,chlorhexidine
131309CDS,D08AC02,chlorhexidine
131311CDS,D08AC02,chlorhexidine
131321CDS,D08AC02,chlorhexidine
216245COM,D08AG02,povidone-iodine
216201CLQ,D08AG02,povidone-iodine
216206CDS,D08AG02,povidone-iodine
216206CLQ,D08AG02,povidone-iodine
216214CDS,D08AG02,povidone-iodine
216227CDS,D08AG02,povidone-iodine
216250CDS,D08AG02,povidone-iodine
382201CLQ,D08AX,Other antiseptics and disinfectants
382203CLQ,D08AX,Other antiseptics and disinfectants
249303CDS,D02AC,Soft paraffin and fat products
454600CDS,D09AA,Medicated dressings with antiinfectives
186933CCM,D06BA03,mafenide
227430CCM,D06BA01,silver sulfadiazine
227431CCM,D06BA01,silver sulfadiazine
227432CCM,D06BA01,silver sulfadiazine
227433CCM,D06BA01,silver sulfadiazine
417830CLQ,D03AX,Other cicatrizants
107730CLT,D02AX,Other emollients and protectives
107731CLT,D02AX,Other emollients and protectives
120203CPC,N02AE01,buprenorphine
120204CPC,N02AE01,buprenorphine
120205CPC,N02AE01,buprenorphine
120231CPC,N02AE01,buprenorphine
120232CPC,N02AE01,buprenorphine
120233CPC,N02AE01,buprenorphine
120234CPC,N02AE01,buprenorphine
120235CPC,N02AE01,buprenorphine
120236CPC,N02AE01,buprenorphine
122831CCM,M02AB01,capsaicin
122832CCM,M02AB01,capsaicin
135833CLQ,D07AD01,clobetasol
135835CLQ,D07AD01,clobetasol
135836CLQ,D07AD01,clobetasol
135837CLQ,D07AD01,clobetasol
135831CCM,D07AD01,clobetasol
135831COM,D07AD01,clobetasol
135842CCM,D07AD01,clobetasol
135842COM,D07AD01,clobetasol
135844CCM,D07AD01,clobetasol
135844COM,D07AD01,clobetasol
135845COM,D07AD01,clobetasol
135834CLQ,D07AD01,clobetasol
135838CLQ,D07AD01,clobetasol
135839CLT,D07AD01,clobetasol
141531CCM,D07AB08,desonide
141533CCM,D07AB08,desonide
141542CCM,D07AB08,desonide
141535CLT,D07AB08,desonide
141537CLT,D07AB08,desonide
141540CLT,D07AB08,desonide
141543CLT,D07AB08,desonide
141631CCM,D07AC03,desoximetasone
141632CCM,D07AC03,desoximetasone
141636CCM,D07AC03,desoximetasone
141633CLT,D07AC03,desoximetasone
141634CLT,D07AC03,desoximetasone
142130CCM,D07AB19,dexamethasone
142131CCM,D07AB19,dexamethasone
143331CCM,M02AA15,diclofenac
143302CPL,M02AA15,diclofenac
143537CCM,M02AA15,diclofenac
144431CCM,D07AC10,diflorasone
144432CCM,D07AC10,diflorasone
144433CCM,D07AC10,diflorasone
144434CCM,D07AC10,diflorasone
144530COM,D07AC06,diflucortolone
144532CLT,D07AC06,diflucortolone
160835CCM,D07AC08,fluocinonide
160834CLQ,D07AC08,fluocinonide
161904CPL,M02AA19,flurbiprofen
162234CCM,D07AC17,fluticasone
170931COM,D07AA02,hydrocortisone
170932CCM,D07AA02,hydrocortisone
170947COM,D07AA02,hydrocortisone
170938CLT,D07AA02,hydrocortisone
170939CLT,D07AA02,hydrocortisone
170942CLT,D07AA02,hydrocortisone
170943CLT,D07AA02,hydrocortisone
170933CSS,D07AA02,hydrocortisone
170941CLT,D07AA02,hydrocortisone
170944CLT,D07AA02,hydrocortisone
170945CLT,D07AA02,hydrocortisone
170946CLT,D07AA02,hydrocortisone
170934CSS,D07AA02,hydrocortisone
171030CCM,D07AA02,hydrocortisone
171130CCM,D07AB02,hydrocortisone butyrate
174830CCM,M02AA23,indometacin
174834CCM,M02AA23,indometacin
179732COM,M02AA10,ketoprofen
179733CCM,M02AA10,ketoprofen
179733COM,M02AA10,ketoprofen
179734COM,M02AA10,ketoprofen
179735CCM,M02AA10,ketoprofen
179736CCM,M02AA10,ketoprofen
179901CPL,M02AA10,ketoprofen
179901CPO,M02AA10,ketoprofen
179903CPL,M02AA10,ketoprofen
183806CPO,N01BB02,lidocaine
193433CCM,D07AC14,methylprednisolone aceponate
193433COM,D07AC14,methylprednisolone aceponate
193434CLT,D07AC14,methylprednisolone aceponate
193435CLT,D07AC14,methylprednisolone aceponate
193438CLT,D07AC14,methylprednisolone aceponate
214033CCM,M02AA07,piroxicam
214035CCM,M02AA07,piroxicam
214037CCM,M02AA07,piroxicam
214005CPC,M02AA07,piroxicam
216932CCM,D07AC18,prednicarbate
216932COM,D07AC18,prednicarbate
216933CCM,D07AC18,prednicarbate
216933COM,D07AC18,prednicarbate
216935CCM,D07AC18,prednicarbate
216935CLT,D07AC18,prednicarbate
216939CCM,D07AC18,prednicarbate
216944COM,D07AC18,prednicarbate
216945CLT,D07AC18,prednicarbate
216946CCM,D07AC18,prednicarbate
216947CCM,D07AC18,prednicarbate
216947COM,D07AC18,prednicarbate
216936CLQ,D07AC18,prednicarbate
216940CLQ,D07AC18,prednicarbate
216941CLQ,D07AC18,prednicarbate
216943CLQ,D07AC18,prednicarbate
217531CCM,D07AA03,prednisolone
217532CCM,D07AA03,prednisolone
217533CCM,D07AA03,prednisolone
217534CCM,D07AA03,prednisolone
217535CLT,D07AA03,prednisolone
217536CCM,D07AA03,prednisolone
217537CCM,D07AA03,prednisolone
243331CCM,D07AB09,triamcinolone
243332CCM,D07AB09,triamcinolone
243339COM,D07AB09,triamcinolone
361330CCM,D07AC13,mometasone
361332CCM,D07AC13,mometasone
361333CCM,D07AC13,mometasone
361334CCM,D07AC13,mometasone
361334COM,D07AC13,mometasone
361336CCM,D07AC13,mometasone
361338CCM,D07AC13,mometasone
361346COM,D07AC13,mometasone
361347CCM,D07AC13,mometasone
361347COM,D07AC13,mometasone
361335CLT,D07AC13,mometasone
361339CLT,D07AC13,mometasone
361340CLT,D07AC13,mometasone
361342CLT,D07AC13,mometasone
361344CLT,D07AC13,mometasone
361350CLT,D07AC13,mometasone
361351CLT,D07AC13,mometasone
528400CCM,D07CC01,betamethasone and antibiotics
657500CCM,D07CC01,betamethasone and antibiotics
107830CCM,D01AE16,amorolfine
107832CLQ,D01AE16,amorolfine
107833CLQ,D01AE16,amorolfine
120930CCM,D01AE23,butenafine
120931CCM,D01AE23,butenafine
120933CCM,D01AE23,butenafine
120934CCM,D01AE23,butenafine
120935CCM,D01AE23,butenafine
120936CCM,D01AE23,butenafine
137431CCM,D01AC01,clotrimazole
137433CCM,D01AC01,clotrimazole
137434CCM,D01AC01,clotrimazole
137435CCM,D01AC01,clotrimazole
137436CCM,D01AC01,clotrimazole
150831COM,D01AC03,econazole
159930CCM,D01AC15,fluconazole
162330CCM,D01AC16,flutrimazole
162331CCM,D01AC16,flutrimazole
162333CCM,D01AC16,flutrimazole
162337CCM,D01AC16,flutrimazole
177932CCM,D01AC05,isoconazole
179632CCM,D01AC08,ketoconazole
179633CCM,D01AC08,ketoconazole
179636CCM,D01AC08,ketoconazole
198731CCM,D01AE22,naftifine
198732CCM,D01AE22,naftifine
226931CCM,D01AC14,sertaconazole
226932CCM,D01AC14,sertaconazole
226902CTB,G01AF19,sertaconazole
235630CCM,D01AE15,terbinafine
235631CCM,D01AE15,terbinafine
235632CCM,D01AE15,terbinafine
235633CCM,D01AE15,terbinafine
235731CCM,D01AE15,terbinafine
235733CCM,D01AE15,terbinafine
235735CCM,D01AE15,terbinafine
235744CCM,D01AE15,terbinafine
235745CCM,D01AE15,terbinafine
235736CLQ,D01AE15,terbinafine
451630CCM,D01AE14,ciclopirox
451631CLQ,D01AE14,ciclopirox
528800CCM,D01AC,Imidazole and triazole derivatives
528900CCM,D01AC,Imidazole and triazole derivatives
548200CCM,D01AC,Imidazole and triazole derivatives
548300CCM,D01AC,Imidazole and triazole derivatives
548500CCM,D01AC,Imidazole and triazole derivatives
545500CCM,D01A,ANTIFUNGALS FOR TOPICAL USE
545600CCM,D01A,ANTIFUNGALS FOR TOPICAL USE
545800CCM,D01A,ANTIFUNGALS FOR TOPICAL USE
545900CCM,D01A,ANTIFUNGALS FOR TOPICAL USE
801200CCM,D01A,ANTIFUNGALS FOR TOPICAL USE
546600CCM,D01AC20,imidazoles/triazoles in combination with corticosteroids
546700CCM,D01AC20,imidazoles/triazoles in combination with corticosteroids
546900CCM,D01AC20,imidazoles/triazoles in combination with corticosteroids
246138COM,D02AE01,carbamide
246132CCM,D02AE01,carbamide
246132COM,D02AE01,carbamide
246133CCM,D02AE01,carbamide
246134CCM,D02AE01,carbamide
246136CCM,D02AE01,carbamide
426001CCM,D06BB10,imiquimod
102935CCM,D06BB03,aciclovir
102935COM,D06BB03,aciclovir
102936CCM,D06BB03,aciclovir
102937CCM,D06BB03,aciclovir
102939COM,D06BB03,aciclovir
121530COM,D05AX02,calcipotriol
141634COM,D07AC03,desoximetasone
141635COM,D07AC03,desoximetasone
144731CCM,D07AC19,difluprednate
194130CCM,D06BX01,metronidazole
194132CCM,D06BX01,metronidazole
197630COM,D06AX09,mupirocin
197631COM,D06AX09,mupirocin
197632COM,D06AX09,mupirocin
197633COM,D06AX09,mupirocin
197634COM,D06AX09,mupirocin
426330COM,D11AH01,tacrolimus
426331COM,D11AH01,tacrolimus
426332COM,D11AH01,tacrolimus
426333COM,D11AH01,tacrolimus
439302CCM,D06BB06,penciclovir
446430CCM,D11AH02,pimecrolimus
446431CCM,D11AH02,pimecrolimus
548600CCM,D07CC01,betamethasone and antibiotics
548700CCM,D07CC01,betamethasone and antibiotics
548800CCM,D07CC01,betamethasone and antibiotics
548900CCM,D07CC01,betamethasone and antibiotics
549300CCM,D07CC01,betamethasone and antibiotics
549400CCM,D07CC01,betamethasone and antibiotics
549700CCM,D05AX52,"calcipotriol, combinations"
549700CEN,D05AX52,"calcipotriol, combinations"
549700COM,D05AX52,"calcipotriol, combinations"
549800CCM,D05AX52,"calcipotriol, combinations"
549800COM,D05AX52,"calcipotriol, combinations"
800500CCM,D05AX52,"calcipotriol, combinations"
658500CCM,D06BB53,"aciclovir, combinations"
685900CCM,D06BB53,"aciclovir, combinations"
194801CDS,B02BC07,collagen
372504CDS,B02BC01,absorbable gelatin sponge
372505CDS,B02BC01,absorbable gelatin sponge
372506CDS,B02BC01,absorbable gelatin sponge
454205CDS,B02BC02,oxidized cellulose
454206CDS,B02BC02,oxidized cellulose
511801CDS,B02BC07,collagen
228744CIS,B05CB01,sodium chloride
249202CIS,B05CX,Other irrigating solutions
355200CIS,S01KX,Other surgical aids
362200CIS,S01KX,Other surgical aids
485301CDS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
485302CDS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
485304CDS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
645601CSS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
240845COO,S01AA12,tobramycin
240833COS,S01AA12,tobramycin
240834COS,S01AA12,tobramycin
131030COS,S01AA01,chloramphenicol
165138CCM,D06AX07,gentamicin
250001CSI,J05AH01,zanamivir
346900CDS,B02BB01,"fibrinogen, human"
354800CDS,B02BB01,"fibrinogen, human"
425100CDS,B02BB01,"fibrinogen, human"
420500CLQ,B02BC30,combinations
568400CLQ,B02BC30,combinations
666300CLQ,B02BC30,combinations
801300CLQ,B02BC30,combinations
801400CLQ,B02BC30,combinations
617400CLQ,B02,ANTIHEMORRHAGICS
663300CLQ,B02,ANTIHEMORRHAGICS
713700CLQ,B02BC30,combinations
713800CLQ,B02BC30,combinations
372201CLQ,V07AB,"Solvents and diluting agents, incl. irrigating solutions"
393501CLQ,V07AV,Technical disinfectants
485101CLQ,V07AV,Technical disinfectants
485102CLQ,V07AV,Technical disinfectants
485107CLQ,V07AV,Technical disinfectants
430000CLQ,S01KX,Other surgical aids
158209CPC,N02AB03,fentanyl
158210CPC,N02AB03,fentanyl
158211CPC,N02AB03,fentanyl
158213CPC,N02AB03,fentanyl
158216CPC,N02AB03,fentanyl
630904CSI,N02AB03,fentanyl
630910CSI,N02AB03,fentanyl
630907CSI,N02AB03,fentanyl
630911CSI,N02AB03,fentanyl
630901CSI,N02AB03,fentanyl
238201DPD,B02BC06,thrombin
393301DPD,V07AV,Technical disinfectants
408401DPD,V07AV,Technical disinfectants
408501DMS,V07AV,Technical disinfectants
